,loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3009,3010,4, Not Graduate, No,1100000,3300000,18,417,1400000,1000000,4200000,700000, Rejected
3012,3013,5, Graduate, No,7500000,22800000,16,347,15100000,1200000,16100000,10700000, Rejected
3013,3014,4, Not Graduate, No,2400000,7000000,4,539,2300000,0,9600000,2900000, Rejected
3014,3015,4, Graduate, Yes,2500000,8000000,8,464,4000000,3000000,9000000,3000000, Rejected
3015,3016,4, Graduate, No,7500000,16200000,4,310,10800000,14300000,14900000,5800000, Rejected
3016,3017,3, Not Graduate, No,9300000,36600000,6,431,22000000,14600000,32900000,8800000, Rejected
3017,3018,5, Not Graduate, No,3300000,10000000,12,489,2000000,500000,7200000,2800000, Rejected
3019,3020,4, Not Graduate, No,300000,600000,6,365,-100000,400000,600000,200000, Rejected
3021,3022,4, Graduate, Yes,8200000,29600000,10,457,6700000,6700000,21400000,11000000, Rejected
3023,3024,4, Not Graduate, No,1800000,7200000,20,496,3000000,1100000,7200000,2000000, Rejected
3025,3026,4, Not Graduate, Yes,6000000,13200000,6,455,7300000,5900000,16500000,7100000, Rejected
3029,3030,0, Not Graduate, Yes,2000000,5200000,18,400,1900000,1500000,5000000,1500000, Rejected
3031,3032,1, Not Graduate, Yes,7600000,18800000,14,403,20900000,4700000,24700000,10000000, Rejected
3032,3033,3, Graduate, No,500000,1500000,6,392,1400000,200000,1800000,600000, Rejected
3034,3035,0, Graduate, Yes,3100000,7100000,10,498,3800000,1100000,12200000,4300000, Rejected
3036,3037,4, Graduate, Yes,3900000,14300000,20,477,1000000,4600000,9100000,2900000, Rejected
3037,3038,4, Not Graduate, Yes,8700000,28200000,12,548,11800000,9900000,19800000,8500000, Rejected
3038,3039,4, Not Graduate, Yes,6400000,23900000,6,300,16200000,11600000,24900000,7000000, Rejected
3039,3040,2, Graduate, Yes,200000,800000,12,483,100000,200000,600000,300000, Rejected
3040,3041,1, Graduate, No,2400000,5800000,20,384,1700000,2500000,8400000,3100000, Rejected
3042,3043,3, Not Graduate, No,6100000,14800000,10,492,6700000,3500000,17900000,6100000, Rejected
3048,3049,4, Graduate, Yes,2600000,6200000,14,421,2500000,2200000,8900000,3400000, Rejected
3049,3050,2, Graduate, Yes,7000000,14900000,20,495,9900000,8800000,14000000,10200000, Rejected
3055,3056,3, Not Graduate, Yes,300000,500000,6,386,800000,200000,1200000,100000, Rejected
3057,3058,2, Not Graduate, No,6100000,23500000,14,510,9000000,9500000,12400000,3400000, Rejected
3058,3059,3, Graduate, Yes,7800000,25600000,6,523,13600000,7100000,20800000,9200000, Rejected
3059,3060,0, Graduate, Yes,2000000,6700000,8,461,4900000,2200000,7200000,2600000, Rejected
3063,3064,0, Graduate, Yes,3500000,13900000,16,301,10300000,100000,8700000,2700000, Rejected
3065,3066,2, Not Graduate, No,2000000,4000000,14,502,4900000,1500000,5400000,1300000, Rejected
3069,3070,5, Graduate, Yes,8700000,18400000,12,394,18800000,3200000,24600000,12000000, Rejected
3073,3074,5, Not Graduate, No,1000000,2000000,4,524,2700000,1800000,2200000,700000, Rejected
3075,3076,3, Graduate, Yes,1400000,5400000,20,304,1700000,1300000,2900000,800000, Rejected
3076,3077,2, Graduate, Yes,1600000,3800000,12,532,3200000,1400000,5400000,1100000, Rejected
3080,3081,1, Not Graduate, Yes,6000000,13100000,2,368,9900000,2200000,13700000,4900000, Rejected
3081,3082,3, Not Graduate, Yes,8200000,28900000,10,447,4400000,14700000,29400000,6800000, Rejected
3083,3084,5, Not Graduate, Yes,8400000,17600000,12,397,13400000,14500000,24500000,7900000, Rejected
3085,3086,1, Not Graduate, Yes,8300000,26300000,20,530,22800000,11000000,33200000,8000000, Rejected
3086,3087,4, Graduate, No,2500000,9900000,16,356,5500000,2600000,6100000,2300000, Rejected
3088,3089,3, Not Graduate, No,5000000,13000000,10,459,2900000,3400000,18200000,7200000, Rejected
3090,3091,2, Graduate, No,5700000,20500000,8,412,5800000,4300000,21200000,4900000, Rejected
3092,3093,4, Not Graduate, Yes,8600000,20600000,16,449,10800000,10600000,28700000,5400000, Rejected
3094,3095,3, Graduate, No,5900000,21200000,16,476,11700000,4800000,14800000,7700000, Rejected
3098,3099,5, Graduate, Yes,5300000,18200000,16,546,14600000,7900000,13400000,4000000, Rejected
3099,3100,2, Not Graduate, No,6600000,14100000,2,471,10800000,11400000,20700000,6000000, Rejected
3101,3102,1, Not Graduate, Yes,1600000,4400000,4,364,2500000,700000,4300000,2400000, Rejected
3104,3105,2, Not Graduate, Yes,6400000,19300000,6,414,7200000,1800000,19100000,3900000, Rejected
3105,3106,5, Graduate, No,1300000,2900000,4,372,1700000,100000,2800000,600000, Rejected
3106,3107,0, Graduate, No,5600000,11600000,12,466,15000000,7400000,21800000,7500000, Rejected
3107,3108,3, Graduate, Yes,9000000,19800000,20,348,8600000,9200000,25300000,6000000, Rejected
3110,3111,0, Graduate, Yes,700000,1800000,12,400,1500000,1100000,2200000,300000, Rejected
3113,3114,1, Not Graduate, No,6200000,18200000,18,324,3100000,12000000,19200000,3400000, Rejected
3115,3116,1, Not Graduate, Yes,5600000,13700000,8,491,10100000,3700000,18500000,4200000, Rejected
3117,3118,4, Graduate, No,1500000,4900000,16,392,1800000,1100000,3000000,2000000, Rejected
3118,3119,2, Not Graduate, No,5800000,18600000,18,532,10900000,900000,12300000,6700000, Rejected
3120,3121,5, Not Graduate, No,8300000,23100000,4,459,5500000,14300000,28400000,5500000, Rejected
3124,3125,5, Not Graduate, No,1800000,6200000,18,366,3500000,2400000,6300000,1300000, Rejected
3125,3126,0, Graduate, Yes,3300000,9700000,14,356,9800000,4800000,9400000,1900000, Rejected
3132,3133,2, Graduate, No,3100000,7300000,14,504,3200000,0,7200000,1500000, Rejected
3136,3137,3, Graduate, No,7400000,17500000,20,317,17700000,14000000,27000000,9500000, Rejected
3139,3140,3, Not Graduate, Yes,300000,600000,10,515,300000,200000,1000000,200000, Rejected
3141,3142,5, Graduate, Yes,1300000,4000000,8,407,3800000,1300000,3500000,1100000, Rejected
3146,3147,5, Graduate, Yes,4200000,8500000,4,386,8700000,4600000,10500000,6000000, Rejected
3148,3149,3, Not Graduate, No,8300000,25700000,12,453,24000000,14600000,20400000,5700000, Rejected
3149,3150,3, Not Graduate, No,7500000,25200000,8,316,1000000,800000,18300000,9000000, Rejected
3154,3155,3, Not Graduate, Yes,3800000,9400000,12,301,7800000,2800000,14900000,5000000, Rejected
3155,3156,3, Not Graduate, Yes,7700000,29300000,10,359,6800000,6100000,21900000,4200000, Rejected
3156,3157,1, Not Graduate, No,3200000,6600000,16,534,8800000,2600000,6500000,1800000, Rejected
3161,3162,2, Not Graduate, No,7800000,19400000,16,549,18600000,13300000,24100000,6900000, Rejected
3162,3163,1, Graduate, Yes,9400000,21000000,12,443,14100000,2700000,23200000,5600000, Rejected
3164,3165,4, Not Graduate, No,2400000,8000000,18,393,-100000,200000,7600000,3000000, Rejected
3165,3166,2, Graduate, Yes,7500000,15100000,8,488,19800000,0,28500000,6700000, Rejected
3168,3169,5, Not Graduate, No,2400000,7500000,12,357,2600000,2900000,6100000,1300000, Rejected
3170,3171,1, Not Graduate, No,9600000,26000000,16,368,18500000,16600000,29900000,8400000, Rejected
3172,3173,5, Not Graduate, No,9200000,23900000,10,335,5800000,15300000,35400000,10700000, Rejected
3173,3174,2, Graduate, Yes,4600000,12600000,2,355,6300000,6900000,14800000,6500000, Rejected
3174,3175,5, Not Graduate, No,7600000,17500000,6,510,9100000,3500000,15700000,9800000, Rejected
3176,3177,4, Not Graduate, Yes,3100000,8200000,18,408,2900000,3800000,10800000,3100000, Rejected
3177,3178,3, Graduate, Yes,4900000,13100000,18,401,5700000,4100000,16400000,3600000, Rejected
3178,3179,5, Not Graduate, Yes,5800000,14000000,14,418,3900000,10400000,15100000,6800000, Rejected
3180,3181,4, Graduate, No,3200000,12200000,14,683,-100000,1100000,7500000,2900000, Rejected
3182,3183,4, Not Graduate, No,5000000,11400000,6,336,1600000,4000000,15500000,2500000, Rejected
3190,3191,3, Graduate, Yes,2300000,8000000,8,300,4200000,3800000,7300000,1200000, Rejected
3199,3200,0, Graduate, No,3100000,11100000,8,504,3500000,4600000,11400000,1800000, Rejected
3201,3202,0, Not Graduate, No,1200000,2900000,18,348,400000,1200000,2900000,600000, Rejected
3208,3209,4, Graduate, No,4600000,12500000,6,406,10800000,200000,14000000,6800000, Rejected
3210,3211,5, Not Graduate, Yes,7600000,16500000,8,534,8900000,10300000,24900000,8300000, Rejected
3213,3214,1, Not Graduate, Yes,4300000,16300000,14,792,400000,400000,10200000,4000000, Rejected
3214,3215,4, Graduate, No,300000,1200000,18,544,700000,100000,800000,100000, Rejected
3219,3220,1, Graduate, No,6300000,18300000,20,430,13000000,1300000,23000000,9200000, Rejected
3221,3222,0, Not Graduate, Yes,5700000,19400000,8,544,4300000,6400000,19900000,5800000, Rejected
3222,3223,4, Not Graduate, Yes,5200000,18300000,10,355,400000,3800000,10600000,3400000, Rejected
3223,3224,4, Graduate, No,7400000,17500000,4,540,8800000,7600000,17900000,3600000, Rejected
3224,3225,5, Graduate, No,6500000,16000000,14,444,1100000,7900000,23100000,7900000, Rejected
3226,3227,5, Not Graduate, Yes,2400000,6500000,20,513,6400000,2100000,5200000,2600000, Rejected
3228,3229,2, Graduate, Yes,2700000,8500000,20,368,4900000,4500000,5900000,2100000, Rejected
3229,3230,5, Not Graduate, No,3000000,7600000,6,413,2300000,3500000,11400000,1700000, Rejected
3230,3231,4, Graduate, Yes,6100000,13600000,4,401,10700000,2000000,20500000,3900000, Rejected
3235,3236,4, Graduate, No,5500000,11600000,12,474,1800000,2400000,20100000,5600000, Rejected
3237,3238,4, Graduate, Yes,6900000,20200000,18,438,9600000,6200000,26800000,5700000, Rejected
3239,3240,3, Not Graduate, Yes,4100000,13900000,20,383,1900000,2300000,15800000,3800000, Rejected
3241,3242,4, Not Graduate, Yes,1600000,3200000,20,371,1600000,2300000,4600000,1000000, Rejected
3242,3243,1, Graduate, No,2100000,4200000,12,379,2700000,2100000,8100000,2500000, Rejected
3252,3253,4, Graduate, Yes,6300000,14500000,10,349,3800000,12300000,16500000,5700000, Rejected
3254,3255,3, Graduate, No,7400000,28800000,8,391,20000000,7900000,23600000,7200000, Rejected
3256,3257,5, Graduate, No,4000000,9100000,10,515,600000,6400000,9900000,5500000, Rejected
3259,3260,4, Not Graduate, No,6400000,14800000,6,537,2300000,3700000,18600000,6500000, Rejected
3262,3263,2, Not Graduate, Yes,8200000,28700000,14,316,23300000,16100000,17700000,4300000, Rejected
3264,3265,5, Not Graduate, Yes,800000,2100000,12,363,1200000,1000000,3100000,900000, Rejected
3269,3270,3, Graduate, Yes,9500000,25700000,18,446,16900000,13600000,29300000,10100000, Rejected
3270,3271,3, Not Graduate, Yes,1800000,6400000,20,436,1500000,2900000,4400000,1300000, Rejected
3272,3273,3, Graduate, No,2800000,9400000,10,519,7000000,3500000,7700000,1500000, Rejected
3273,3274,3, Graduate, Yes,4000000,8300000,8,531,3700000,7400000,15200000,5900000, Rejected
3276,3277,0, Graduate, No,4600000,18100000,14,442,2800000,200000,15600000,3300000, Rejected
3278,3279,4, Graduate, Yes,6600000,18800000,10,353,16500000,9500000,20000000,6200000, Rejected
3280,3281,1, Graduate, No,7400000,26600000,18,505,2200000,2400000,22400000,3900000, Rejected
3286,3287,3, Graduate, Yes,5300000,20300000,14,432,15000000,0,17200000,5900000, Rejected
3288,3289,3, Graduate, Yes,4800000,14200000,12,547,10400000,700000,9800000,2400000, Rejected
3295,3296,0, Not Graduate, No,3800000,14800000,10,390,5900000,5700000,9500000,4600000, Rejected
3296,3297,4, Graduate, No,3100000,6300000,4,370,8600000,4100000,8800000,2800000, Rejected
3298,3299,2, Not Graduate, Yes,6800000,15500000,12,338,9900000,1200000,21800000,8500000, Rejected
3304,3305,5, Graduate, No,9200000,18600000,20,497,1000000,300000,24200000,10700000, Rejected
3305,3306,0, Not Graduate, Yes,6100000,15900000,18,456,12900000,10800000,19100000,8800000, Rejected
3306,3307,5, Not Graduate, No,300000,500000,8,396,400000,300000,1200000,200000, Rejected
3314,3315,2, Graduate, No,2300000,8800000,18,336,1800000,800000,5200000,1500000, Rejected
3315,3316,4, Graduate, Yes,600000,2300000,6,495,1700000,600000,2000000,300000, Rejected
3316,3317,1, Not Graduate, No,2900000,11500000,20,431,3600000,3800000,5900000,3100000, Rejected
3317,3318,5, Not Graduate, No,900000,2200000,2,415,600000,1700000,2900000,700000, Rejected
3318,3319,5, Graduate, Yes,9000000,20400000,6,451,5200000,11400000,28200000,9000000, Rejected
3319,3320,1, Not Graduate, No,4800000,14300000,4,489,12400000,7900000,17700000,3600000, Rejected
3320,3321,1, Graduate, No,1600000,4600000,12,415,800000,600000,3900000,1500000, Rejected
3321,3322,3, Not Graduate, No,2600000,8100000,12,425,7300000,1900000,6800000,2200000, Rejected
3322,3323,4, Graduate, Yes,1800000,4600000,14,453,1700000,2400000,4700000,1600000, Rejected
3324,3325,2, Not Graduate, No,200000,300000,20,519,0,0,400000,300000, Rejected
3325,3326,4, Not Graduate, Yes,800000,2100000,6,353,700000,300000,2900000,1200000, Rejected
3327,3328,0, Not Graduate, Yes,7700000,16900000,14,473,22100000,4000000,29000000,6400000, Rejected
3329,3330,4, Graduate, No,1000000,2300000,16,543,200000,100000,2000000,1000000, Rejected
3333,3334,0, Not Graduate, No,9100000,26400000,6,518,15800000,1100000,35300000,5700000, Rejected
3334,3335,2, Graduate, Yes,900000,2300000,20,367,0,1200000,3400000,1300000, Rejected
3335,3336,0, Graduate, Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000, Rejected
3336,3337,2, Graduate, Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000, Rejected
3337,3338,5, Graduate, No,6900000,26500000,16,322,20500000,9800000,17100000,9400000, Rejected
3340,3341,4, Graduate, Yes,4400000,16400000,6,513,5400000,7500000,13100000,5700000, Rejected
3345,3346,0, Not Graduate, No,2100000,4700000,2,459,4000000,1300000,8100000,1200000, Rejected
3346,3347,4, Graduate, No,9400000,33300000,18,369,20600000,5600000,32200000,7200000, Rejected
3351,3352,4, Not Graduate, Yes,1200000,2800000,6,366,3300000,300000,4200000,1400000, Rejected
3353,3354,2, Not Graduate, No,6600000,15000000,16,401,13600000,6600000,23500000,3300000, Rejected
3356,3357,4, Graduate, No,5100000,15500000,8,392,6700000,8100000,13600000,6700000, Rejected
3357,3358,2, Not Graduate, Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000, Rejected
3360,3361,5, Not Graduate, No,8300000,20700000,2,537,8400000,14300000,19700000,7800000, Rejected
3363,3364,4, Not Graduate, No,3900000,10800000,20,433,4700000,1600000,14500000,2300000, Rejected
3364,3365,1, Graduate, Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000, Rejected
3365,3366,3, Not Graduate, Yes,7800000,24400000,20,490,6700000,5100000,17700000,4100000, Rejected
3371,3372,1, Graduate, Yes,6800000,17600000,14,344,5500000,5600000,18100000,7700000, Rejected
3375,3376,3, Graduate, Yes,8000000,31200000,20,392,7300000,8400000,16000000,6000000, Rejected
3379,3380,1, Not Graduate, Yes,2700000,5400000,6,413,4800000,1500000,6100000,2600000, Rejected
3381,3382,4, Not Graduate, No,3400000,10500000,16,543,3100000,4500000,11100000,4500000, Rejected
3383,3384,5, Graduate, Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000, Rejected
3388,3389,3, Not Graduate, No,6000000,18700000,10,387,6600000,6200000,23300000,6700000, Rejected
3389,3390,1, Not Graduate, No,4300000,16400000,20,397,6700000,6200000,10200000,5700000, Rejected
3393,3394,5, Not Graduate, No,300000,600000,4,418,500000,200000,700000,200000, Rejected
3394,3395,1, Not Graduate, No,4200000,10700000,6,466,7400000,7000000,14000000,4700000, Rejected
3395,3396,2, Not Graduate, Yes,600000,2300000,12,335,400000,900000,1200000,400000, Rejected
3396,3397,5, Not Graduate, Yes,4400000,15200000,6,446,9500000,2200000,16700000,5800000, Rejected
3399,3400,5, Not Graduate, Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000, Rejected
3402,3403,3, Not Graduate, Yes,9200000,28900000,8,538,13900000,8300000,32400000,4900000, Rejected
3404,3405,4, Not Graduate, No,2800000,8300000,14,381,3200000,1100000,9100000,1500000, Rejected
3405,3406,1, Graduate, Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000, Rejected
3407,3408,1, Not Graduate, No,4100000,11100000,6,405,12000000,2900000,9000000,5900000, Rejected
3408,3409,0, Not Graduate, No,1900000,3800000,16,542,800000,500000,4000000,2100000, Rejected
3410,3411,0, Graduate, No,5200000,13400000,2,505,12000000,7900000,20400000,6200000, Rejected
3411,3412,3, Graduate, Yes,6700000,16400000,2,508,4400000,10900000,25300000,9200000, Rejected
3414,3415,5, Not Graduate, Yes,6500000,18900000,12,427,5100000,1900000,18200000,7800000, Rejected
3416,3417,4, Not Graduate, No,5700000,13300000,2,333,9400000,3000000,11800000,8200000, Rejected
3425,3426,3, Graduate, Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000, Rejected
3426,3427,1, Graduate, Yes,8700000,30000000,12,543,21900000,12700000,30600000,12700000, Rejected
3427,3428,0, Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000, Rejected
3429,3430,5, Not Graduate, Yes,7800000,17300000,16,493,800000,4500000,16300000,9300000, Rejected
3432,3433,0, Not Graduate, No,4800000,15700000,10,398,4900000,7400000,17100000,6400000, Rejected
3434,3435,5, Graduate, Yes,5000000,14600000,18,509,11800000,2500000,19800000,4900000, Rejected
3435,3436,0, Graduate, Yes,7600000,18100000,16,439,12800000,5900000,29800000,10600000, Rejected
3437,3438,3, Not Graduate, Yes,200000,700000,18,526,400000,100000,500000,0, Rejected
3439,3440,5, Not Graduate, Yes,9700000,27400000,2,328,0,18400000,22000000,7900000, Rejected
3443,3444,0, Not Graduate, Yes,9100000,23300000,18,414,17700000,2500000,33800000,6400000, Rejected
3444,3445,0, Graduate, Yes,1300000,4700000,16,530,3200000,1000000,3800000,800000, Rejected
3448,3449,4, Not Graduate, No,2800000,8300000,14,352,4900000,2600000,7100000,3700000, Rejected
3451,3452,0, Not Graduate, No,7400000,25500000,6,463,2300000,5600000,26800000,8400000, Rejected
3452,3453,5, Not Graduate, Yes,2300000,5000000,10,431,300000,3700000,8700000,2900000, Rejected
3453,3454,1, Graduate, Yes,600000,1900000,8,445,1200000,100000,1600000,300000, Rejected
3455,3456,1, Not Graduate, Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000, Rejected
3467,3468,5, Graduate, Yes,4100000,9900000,4,319,7600000,7400000,12000000,5500000, Rejected
3469,3470,3, Graduate, Yes,4800000,11500000,12,535,3600000,8000000,15600000,5400000, Rejected
3472,3473,4, Graduate, No,5100000,12300000,20,410,9200000,9200000,18700000,5600000, Rejected
3473,3474,5, Graduate, No,3600000,11600000,14,546,8500000,300000,12000000,4800000, Rejected
3475,3476,5, Not Graduate, No,700000,1400000,4,344,1500000,800000,2600000,300000, Rejected
3478,3479,0, Graduate, Yes,9400000,29900000,12,302,12300000,1500000,35700000,8200000, Rejected
3479,3480,3, Graduate, Yes,3200000,9100000,18,376,4500000,800000,9000000,1700000, Rejected
3483,3484,3, Not Graduate, No,3200000,11500000,16,492,4800000,2300000,10400000,3200000, Rejected
